0,0
0.639968,0.000364069
0.639968,0.000364762
0.639999,-0.00109879
0.64026,-0.0132762
0.640805,-0.0388899
0.641444,-0.0678749
0.642369,-0.107229
0.642626,-0.123723
0.64263,-0.153001
0.642651,-0.212427
0.643019,-0.267974
0.644931,-0.337865
0.646677,-0.398697
0.64415,-0.457303
0.641443,-0.515719
0.641166,-0.556901
0.6407,-0.626489
0.641404,-0.681512
0.643117,-0.740801
0.645291,-0.813617
0.646763,-0.888534
0.648101,-0.947399
0.65058,-1.02418
0.653721,-1.09131
0.657634,-1.16264
0.661424,-1.24495
0.664216,-1.32492
0.666888,-1.3948
0.670058,-1.46508
0.673755,-1.53678
0.676365,-1.60428
0.674347,-1.67511
0.672212,-1.7492
0.669414,-1.83865
0.667455,-1.91672
0.665454,-1.99485
0.66271,-2.07437
0.659783,-2.15495
0.656285,-2.25134
0.653617,-2.33565
0.650416,-2.43296
0.646745,-2.5211
0.644319,-2.60476
0.642736,-2.68784
0.639439,-2.74018
0.627898,-2.83849
0.618554,-2.94229
0.623396,-3.0302
0.634117,-3.11361
0.640979,-3.18964
0.649544,-3.27998
0.660305,-3.3784
0.663511,-3.42617
0.667088,-3.45507
0.669713,-3.49034
0.6757,-3.57552
0.681036,-3.66941
0.684791,-3.72797
0.687034,-3.76731
0.696295,-3.84599
0.714658,-3.93147
0.729121,-4.01723
0.732342,-4.11781
0.731127,-4.20847
0.729804,-4.30092
0.726686,-4.3931
0.726026,-4.48704
0.722734,-4.59418
0.718263,-4.69538
0.71371,-4.79494
0.710113,-4.91152
0.705274,-5.03391
0.69968,-5.15769
0.695332,-5.26387
0.691625,-5.37179
0.686572,-5.47792
0.681736,-5.58337
0.676698,-5.7081
0.671642,-5.83367
0.666756,-5.954
0.668118,-6.05985
0.672946,-6.16804
0.676594,-6.27314
0.681654,-6.39428
0.687981,-6.49968
0.694687,-6.60258
0.698112,-6.72524
0.703829,-6.84189
0.712784,-6.94915
0.720141,-7.05755
0.727898,-7.17393
0.738147,-7.27605
0.749479,-7.38244
0.754947,-7.49053
0.757836,-7.5929
0.763182,-7.71753
0.768412,-7.84731
0.773015,-7.97414
0.777229,-8.08782
0.781021,-8.20135
0.781786,-8.33017
0.774783,-8.43961
0.761354,-8.55314
0.74366,-8.68379
0.733738,-8.80064
0.729785,-8.91454
0.725121,-9.04721
0.719952,-9.1752
0.715319,-9.31176
0.711462,-9.43064
0.707399,-9.54196
0.702185,-9.67432
0.699356,-9.79433
0.69536,-9.913
0.690182,-10.0224
0.686608,-10.141
0.682952,-10.2582
0.683284,-10.3718
0.685015,-10.4889
0.688566,-10.6078
0.690986,-10.7252
0.691823,-10.8353
0.697072,-10.9544
0.701599,-11.0726
0.705124,-11.2031
0.710932,-11.3177
0.719414,-11.456
0.725141,-11.5666
0.731556,-11.6829
0.734686,-11.7287
0.734747,-11.7294
0.734818,-11.7303
0.73489,-11.7312
